time_rel,time_abs,x,y,vel_x,vel_y,acc_x,acc_y
0.43565845489501953,2025-09-24T21:10:05.296554,950,220,-1203.7550762696055,782.4407995752435,-36225.657091121095,23546.67710922871
0.4523653984069824,2025-09-24T21:10:05.313261,939,227,-658.4088820389874,418.9874703884465,32641.88891523616,-21754.627285747916
0.4692213535308838,2025-09-24T21:10:05.330117,935,228,-237.30485579711168,59.32621394927792,24982.50755572786,-21337.34064877623
0.4864978790283203,2025-09-24T21:10:05.347394,933,228,-115.76401749858549,0.0,7035.027865791668,-3433.920434874518
0.5033013820648193,2025-09-24T21:10:05.364197,932,228,-59.51140055903177,0.0,3347.672019183557,0.0
0.5201165676116943,2025-09-24T21:10:05.381012,926,223,-356.82032667876587,-297.3502722323049,-17680.97802375943,-17683.436879325167
0.5524415969848633,2025-09-24T21:10:05.413337,859,164,-2072.697265841084,-1825.211025143641,-53081.991646589624,-47265.564255898906
0.5856201648712158,2025-09-24T21:10:05.446516,647,117,-6389.666990033127,-1416.5771157148913,-130113.20256435052,12316.200953231459
0.6190946102142334,2025-09-24T21:10:05.479991,379,145,-8006.107263429296,836.4589678209712,-48288.78437961457,67306.15131777896
0.63639235496521,2025-09-24T21:10:05.497288,306,168,-4220.2033300253615,1329.6531039805932,218866.90940969036,28512.048435202985
0.6547012329101562,2025-09-24T21:10:05.515597,239,205,-3659.4268748453637,2020.8775278996784,30628.663147256724,37753.510946850816
0.6870236396789551,2025-09-24T21:10:05.547919,189,269,-1546.914509109685,1980.0505716603968,65357.52058460294,-1263.1162193866169
0.7179265022277832,2025-09-24T21:10:05.578823,174,340,-485.3919269226021,2297.5217874336504,34350.299442642965,10273.19767777605
0.7366609573364258,2025-09-24T21:10:05.597557,176,400,106.75517320369569,3202.6551961108707,31607.38311802453,48313.83690789407
0.7681622505187988,2025-09-24T21:10:05.629058,208,485,1015.8313125350045,2698.3019239211058,28858.375244099312,-16010.557702182918
0.8005692958831787,2025-09-24T21:10:05.661465,287,546,2437.7415192201584,1882.306742688983,43876.57654986476,-25179.561174343333
0.8331971168518066,2025-09-24T21:10:05.694093,442,546,4750.547091362138,0.0,70884.46312016278,-57690.23755827412
0.868415117263794,2025-09-24T21:10:05.729311,593,467,4287.580164505975,-2243.171079443523,-13145.747102058122,-63693.87964116228
0.899991512298584,2025-09-24T21:10:05.760887,622,400,918.407562612786,-2121.838161898506,-106699.08956298283,3842.519623007495
0.9185149669647217,2025-09-24T21:10:05.779411,592,323,-1619.5683008765268,-4156.891972249752,-137014.17522990075,-109863.62139409565
0.9490988254547119,2025-09-24T21:10:05.809995,517,200,-2452.2739674768864,-4021.729306662093,-27226.965716993986,4419.411815938665
0.9662165641784668,2025-09-24T21:10:05.827113,491,160,-1518.8922099809183,-2336.75724612449,54527.164630727864,98434.26679946393
0.9987187385559082,2025-09-24T21:10:05.860791,486,153,-153.83586162377864,-215.3702062732901,41998.9239029059,65269.08062260532
1.0158679485321045,2025-09-24T21:10:05.876764,485,153,-58.311724061227046,0.0,5570.177150734202,12558.608039217643
1.0326056480407715,2025-09-24T21:10:05.893502,483,157,-119.49073401421592,238.98146802843183,-3655.162402772831,14278.035515256097
1.0493569374084473,2025-09-24T21:10:05.910253,483,187,0.0,1790.9069171648164,7133.226069438683,92645.13405941552
1.06697416305542,2025-09-24T21:10:05.927870,493,228,567.6262653602555,2327.2676879770474,32219.95771268312,30445.246122189466
1.1013643741607666,2025-09-24T21:10:05.962260,522,310,843.2632155459884,2384.3994370610703,8014.982790927949,1661.279394564128
1.1338989734649658,2025-09-24T21:10:05.994795,541,335,583.9936684742781,768.4127216766818,-7969.040732530138,-49669.790006475174
1.16904878616333,2025-09-24T21:10:06.029945,554,339,369.84549851114775,113.798614926507,-6092.441282712612,-18623.544664880625
1.2015399932861328,2025-09-24T21:10:06.062436,562,327,246.22046111624766,-369.3306916743715,-3804.876714110708,-14869.540081255163
1.2339098453521729,2025-09-24T21:10:06.094806,544,243,-556.0729768945783,-2595.007225508032,-24785.20557875921,-68757.69865407169
1.266347885131836,2025-09-24T21:10:06.127244,525,192,-585.7320642387269,-1572.2281724302673,-914.3304449223608,31530.23610628262
1.2839691638946533,2025-09-24T21:10:06.144865,522,191,-170.24871125302738,-56.74957041767579,23578.501797634002,86002.75964139443
1.318040132522583,2025-09-24T21:10:06.178936,485,217,-1085.9685383194312,763.1130269271679,-26876.83573268716,24063.37801246898
1.336043119430542,2025-09-24T21:10:06.196939,448,270,-2055.2145146338235,2943.9559263673686,-53838.06483166946,121137.83732609762
1.367220163345337,2025-09-24T21:10:06.228116,423,343,-801.8720462505544,2341.466375051619,40200.81159100851,-19324.78117432555
1.3846197128295898,2025-09-24T21:10:06.245516,420,392,-172.4182573068965,2816.164869345976,36176.44178162951,27282.229044146945
1.419884204864502,2025-09-24T21:10:06.280780,423,452,85.07140828882429,1701.4281657764857,7301.669490682132,-31610.740414632735
1.450275182723999,2025-09-24T21:10:06.312178,425,459,65.80900454228087,230.33151589798305,-633.8198078257617,-48405.70305699427
1.4680795669555664,2025-09-24T21:10:06.328975,425,456,0.0,-168.49782396186242,-3696.2246874902157,-22400.625299510015
1.4849724769592285,2025-09-24T21:10:06.345868,418,427,-414.37502469867616,-1716.6965308945155,-24529.523013432638,-91647.8396319538
1.5033152103424072,2025-09-24T21:10:06.364211,364,331,-2943.945096510041,-5233.680171573406,-137905.84091088185,-191737.16191634542
1.5387778282165527,2025-09-24T21:10:06.399674,261,236,-2904.466905560673,-2678.8772429928536,1113.2339718819865,72042.1413232204
1.5672028064727783,2025-09-24T21:10:06.428099,201,205,-2110.819556629174,-1090.5901042584064,27920.772419858433,55876.45923305442
1.584038257598877,2025-09-24T21:10:06.444934,183,199,-1069.1724186764477,-356.39080622548255,61872.24388290642,43610.31329268952
1.6185810565948486,2025-09-24T21:10:06.479477,165,192,-521.0926885832016,-202.64715667124509,15866.685561791393,4450.816205489508
1.6511509418487549,2025-09-24T21:10:06.512047,159,184,-184.21925509487,-245.62567345982666,10343.095496411946,-1319.578391312477
1.6694128513336182,2025-09-24T21:10:06.530309,158,172,-54.758786359601025,-657.1054363152123,7089.098149488401,-22532.132425497355
1.7004740238189697,2025-09-24T21:10:06.561370,185,99,869.2524408965305,-2350.2010439054343,29748.11165585893,-54508.425539592405
1.7321264743804932,2025-09-24T21:10:06.593022,214,58,916.2007833684845,-1295.318348900271,1483.2451086433152,33327.046604330644
1.7495794296264648,2025-09-24T21:10:06.610475,232,48,1031.3439613130608,-572.968867396145,6597.345625529669,41388.376428161166
1.7813243865966797,2025-09-24T21:10:06.642220,277,38,1417.5479917084747,-315.0106648241055,12165.838837260837,8125.958488904945
1.7989659309387207,2025-09-24T21:10:06.659862,290,40,736.8969375895343,113.36875962915911,-38582.28287287196,24282.422000459843
1.830688238143921,2025-09-24T21:10:06.691584,302,49,378.28269937543683,283.71202453157764,-11304.796838841228,5369.825838975999
1.8643386363983154,2025-09-24T21:10:06.725235,326,114,713.2159274479241,1931.626470171461,9953.321370535252,48971.617904245046
1.8961966037750244,2025-09-24T21:10:06.757092,356,193,941.6796635284609,2479.7564472916138,7171.321804025833,17205.428414145612
1.912940263748169,2025-09-24T21:10:06.773836,368,236,716.6891838013328,2568.136241954776,-13437.353606558812,5278.403575139253
1.9297492504119873,2025-09-24T21:10:06.790645,372,261,237.96794417179655,1487.2996510737285,-28480.077306503677,-64301.115379404
1.9480054378509521,2025-09-24T21:10:06.808902,377,288,273.8797471660659,1478.950634696756,1967.1031048696118,-457.32529888211366
1.9796667098999023,2025-09-24T21:10:06.840562,378,327,31.584327959215948,1231.7887904094218,-7652.737983244859,-7806.440748975826
1.9979298114776611,2025-09-24T21:10:06.858826,378,361,0.0,1861.677210480281,-1729.4065755884556,34489.67402327496
2.0299689769744873,2025-09-24T21:10:06.890865,378,416,0.0,1716.648955961364,0.0,-4526.592758269053
2.0627312660217285,2025-09-24T21:10:06.923627,386,448,244.18318233089548,976.7327293235819,7453.178316655418,-22584.387359835215
2.0815794467926025,2025-09-24T21:10:06.942475,404,468,954.9993295806717,1061.1103662007463,37712.71911548068,4476.699258294075
2.115227222442627,2025-09-24T21:10:06.976123,451,510,1396.8233885310603,1248.225155708607,13130.854875694231,5560.985411162682
2.1454641819000244,2025-09-24T21:10:07.006360,484,530,1091.3795762598268,661.442167430198,-10101.670860841363,-19406.150578901965
2.164440393447876,2025-09-24T21:10:07.025336,503,539,1001.2535933259624,474.2780178912453,-4749.419171819269,-9863.093540403901
2.1962692737579346,2025-09-24T21:10:07.057165,536,542,1036.7942471910112,94.25402247191012,1116.6165293542313,-11939.596734706363
2.228863477706909,2025-09-24T21:10:07.089759,562,542,797.6878355643332,0.0,-7335.856767693819,-2891.7418145711545
2.245983600616455,2025-09-24T21:10:07.106880,577,540,876.1619340732798,-116.82159120977063,4583.734528283713,-6823.64208639138
2.2769434452056885,2025-09-24T21:10:07.137839,591,535,452.19865234299795,-161.49951869392785,-13693.97318866773,-1443.0927569867204
2.310460090637207,2025-09-24T21:10:07.171356,596,531,149.17960719595388,-119.34368575676311,-9040.852425585808,1257.7581197168984
2.32720685005188,2025-09-24T21:10:07.188103,596,526,0.0,-298.5652254381344,-8907.968610646461,-10701.863879667635
2.344412088394165,2025-09-24T21:10:07.205308,593,516,-174.36550080372484,-581.2183360124162,-10134.442623511257,-16428.317059671754
2.378127336502075,2025-09-24T21:10:07.239023,573,476,-593.2034056515713,-1186.4068113031426,-12422.803578585565,-17949.993230177035
2.411039113998413,2025-09-24T21:10:07.271935,541,430,-972.2963156140885,-1397.6759536952522,-11518.457488499338,-6419.256523462389
2.4287049770355225,2025-09-24T21:10:07.289601,521,401,-1132.1269704167566,-1641.5841071042971,-9047.429750073557,-13806.749938946374
2.445399522781372,2025-09-24T21:10:07.306295,515,388,-359.3988175144954,-778.6974379480735,46286.26406887215,51686.74142396141
2.4782326221466064,2025-09-24T21:10:07.339129,516,359,30.457069826885093,-883.2550249796677,11873.867983178676,-3184.5177291518817
2.497180461883545,2025-09-24T21:10:07.358077,524,336,422.2117197035471,-1213.8586941476979,20675.425553285804,-17448.09296246707
2.5301616191864014,2025-09-24T21:10:07.391058,539,310,454.805144108781,-788.3289164552203,988.2438055747381,12902.208791066985
2.562922954559326,2025-09-24T21:10:07.423819,572,288,1007.2849480754816,-671.5232987169877,16863.77547428334,3565.3497151024303
2.596126079559326,2025-09-24T21:10:07.457022,614,283,1264.9411764705883,-150.58823529411765,7759.99934931145,15689.33838073585
2.6296842098236084,2025-09-24T21:10:07.490580,632,294,536.3826845608975,327.78941834277066,-21710.342208342157,14255.193893983185
2.6618106365203857,2025-09-24T21:10:07.523707,634,303,62.25404458693264,280.1432006411969,-14758.212746440471,-1483.0848805962353
2.8450570106506348,2025-09-24T21:10:07.705953,634,322,0.0,103.68554406700052,-339.7286570193379,-962.9530592991308
2.879805326461792,2025-09-24T21:10:07.740701,638,406,115.11349274417647,2417.383347627706,3312.779052940892,66584.45883060058
2.9120383262634277,2025-09-24T21:10:07.772934,641,460,93.07231776323088,1675.301719738156,-683.8077472338473,-23022.419025730618
2.9292831420898438,2025-09-24T21:10:07.790179,651,506,579.8844186368035,2667.4683257292963,28229.47521004326,57534.19555060229
2.9620087146759033,2025-09-24T21:10:07.822905,676,596,763.9285740304966,2750.142866509788,5623.8635675420455,2526.2977618826803
2.979846239089966,2025-09-24T21:10:07.840742,682,620,336.36954662104364,1345.4781864841746,-23969.639367242013,-78747.73692913481
3.0115058422088623,2025-09-24T21:10:07.872402,704,657,694.8918442653815,1168.681738082687,11324.282755469814,-5584.291367694504
3.0468897819519043,2025-09-24T21:10:07.907786,740,682,1017.4107310105046,706.535229868406,9114.83823133472,-13060.911576562326
3.079528331756592,2025-09-24T21:10:07.940424,774,696,1041.7129499766245,428.9406264609631,744.5863591227828,-8505.114506269367
3.342689275741577,2025-09-24T21:10:08.203585,853,699,300.19652157999303,11.399867908101003,-2817.729778469478,-1586.636497916974
3.3615009784698486,2025-09-24T21:10:08.222397,853,692,0.0,-372.1087931864845,-15957.966480558809,-20386.70643663867
3.390827178955078,2025-09-24T21:10:08.251723,853,688,0.0,-136.39680333000007,0.0,8037.59048074447
3.408001184463501,2025-09-24T21:10:08.268897,853,686,0.0,-116.45506920439243,0.0,1161.1580138266158
3.440760374069214,2025-09-24T21:10:08.302657,853,684,0.0,-61.051571301727776,0.0,1691.2353012848282
3.573018789291382,2025-09-24T21:10:08.433915,852,683,-7.5609555605229195,-7.5609555605229195,-57.16804898820245,404.4401685242577
3.6062281131744385,2025-09-24T21:10:08.467124,842,680,-301.120252710173,-90.3360758130519,-8839.664974312342,-2492.526512855649
3.6388144493103027,2025-09-24T21:10:08.499710,817,672,-767.1927244525414,-245.50167182481326,-14302.696375534308,-4761.676653822623
3.6700403690338135,2025-09-24T21:10:08.530936,792,659,-800.616930465523,-416.3208038420719,-1070.3994088544237,-5470.427565617701
3.703997850418091,2025-09-24T21:10:08.564894,771,640,-618.4204229505434,-559.5232398123965,5365.430535120263,-4217.110048586488
3.722393751144409,2025-09-24T21:10:08.583290,764,630,-380.51955727209105,-543.5993675315586,12932.276011801698,865.6206900516761
3.7531042098999023,2025-09-24T21:10:08.614000,760,619,-130.24878696364385,-358.1841641500206,8149.366061282995,6037.526331265662
3.7701337337493896,2025-09-24T21:10:08.631030,758,611,-117.44309574810646,-469.77238299242583,751.970009773522,-6552.632934934628
3.8041415214538574,2025-09-24T21:10:08.665037,758,596,0.0,-441.07544220023976,3453.4176926974105,843.8343899805046
3.8209474086761475,2025-09-24T21:10:08.681843,761,591,178.50887372497837,-297.5147895416306,10621.805999520091,8542.283472437048
3.838200330734253,2025-09-24T21:10:08.699096,766,585,289.805980874468,-347.7671770493616,6450.91346118972,-2912.688490592368
3.8693971633911133,2025-09-24T21:10:08.730293,783,572,544.9271144601793,-416.7089698813136,8177.789597804211,-2209.8971902133576
3.9023795127868652,2025-09-24T21:10:08.763275,791,567,242.55397649235928,-151.59623530772456,-9167.725874820939,8038.018498698425
3.9205434322357178,2025-09-24T21:10:08.781439,794,567,165.16259106123252,0.0,-4260.720581207806,8346.00900618403
3.938126802444458,2025-09-24T21:10:08.799023,798,568,227.4876745762712,56.8719186440678,3544.54707915201,3234.4151302574664
3.972989797592163,2025-09-24T21:10:08.833886,807,578,258.1533790160437,286.8370877956041,879.6061356705069,6596.253941385015
4.002816200256348,2025-09-24T21:10:08.863712,815,592,268.21873526190836,469.38278670833967,337.4646402782967,6120.272061234383
4.019918203353882,2025-09-24T21:10:08.880814,818,600,175.4180479848322,467.7814612928859,-5426.305137931851,-93.63379285579872
4.036917686462402,2025-09-24T21:10:08.897814,818,604,0.0,235.30127207192044,-10319.02245880105,-13675.721063803487
4.069577217102051,2025-09-24T21:10:08.930473,819,607,30.618933598084446,91.85680079425335,937.5190946839045,-4392.116741063221
4.118596315383911,2025-09-24T21:10:08.979492,822,600,61.20063618367615,-142.80148442857768,623.8732179393954,-4787.078780469264
4.151164293289185,2025-09-24T21:10:09.012060,828,578,184.2300439238653,-675.5101610541727,3777.61886531703,-16356.823815559586
4.182594537734985,2025-09-24T21:10:09.043490,839,552,349.9813696635009,-827.2286919319113,5273.625091445342,-4827.15083999319
4.202023983001709,2025-09-24T21:10:09.062920,847,542,411.7461867890494,-514.6827334863117,3178.928491145944,16086.200823288038
4.233174800872803,2025-09-24T21:10:09.094071,864,536,545.7320597599804,-192.61131520940484,4301.199202068546,10339.099910945564
4.267028093338013,2025-09-24T21:10:09.127924,884,535,590.7844863406835,-29.53922431703418,1330.8137347941029,4817.023072717523
4.299904823303223,2025-09-24T21:10:09.160801,903,545,577.9163566481743,304.16650349903915,-391.4054015142697,10150.210442741705
4.317129850387573,2025-09-24T21:10:09.178026,908,552,290.2753055490193,406.3854277686271,-16699.01879924966,5934.325895049342
4.334157466888428,2025-09-24T21:10:09.195053,916,563,469.8250045506098,646.0093812570884,10544.617268810356,14072.665629768931
4.365237474441528,2025-09-24T21:10:09.226133,921,585,160.87512177908698,707.8505358279828,-9940.470002900674,1989.7406545103934
4.398276329040527,2025-09-24T21:10:09.259172,914,619,-211.87175175897528,1029.0913656864514,-11282.076151312926,9723.122479802954
4.4149603843688965,2025-09-24T21:10:09.275856,911,627,-179.81239818228588,479.49972848609565,1921.5564169327886,-32941.13010197492
4.445955753326416,2025-09-24T21:10:09.306852,904,645,-225.84018953262978,580.731915941048,-1484.9893031900006,3266.0423430898772
4.462944269180298,2025-09-24T21:10:09.324839,902,653,-117.72658760788717,470.9063504315487,6363.922714298725,-6464.694529769911
4.480565071105957,2025-09-24T21:10:09.341461,895,668,-397.2577428389733,851.2665917978,-15863.702254324564,21585.86442154915
4.513743162155151,2025-09-24T21:10:09.374639,880,686,-452.1055770737071,542.5266924884485,-1653.1341165291565,-9305.535356195503
4.545224189758301,2025-09-24T21:10:09.407148,863,699,-540.0077854605767,412.947130058088,-2792.228052240445,-4116.116032292322
4.8912670612335205,2025-09-24T21:10:09.752163,689,687,-502.8278700214757,-34.67778413941212,107.44309015989494,-1293.5533458303148
4.924971342086792,2025-09-24T21:10:09.785867,647,664,-1246.1325071092058,-682.4058967502795,-22053.715975238843,-19217.97754506891
4.959204196929932,2025-09-24T21:10:09.820100,607,633,-1168.4681334141228,-905.5628033959453,2268.708644106763,-6518.79335416827
4.9914116859436035,2025-09-24T21:10:09.852307,590,620,-527.827549449248,-403.6328319317778,19891.044088936178,15584.262754886026
5.008487224578857,2025-09-24T21:10:09.869383,586,616,-234.2532253560458,-234.2532253560458,17192.68307513843,9919.42978747583
5.025876998901367,2025-09-24T21:10:09.886773,583,612,-172.51517727384902,-230.02023636513204,3550.2501031471966,243.4182820552458
5.058065176010132,2025-09-24T21:10:09.918961,574,592,-279.6057685897768,-621.3461524217263,-3327.016343735963,-12157.442614233612
5.075671672821045,2025-09-24T21:10:09.936568,568,572,-340.78329519140925,-1135.9443173046975,-3474.7131844940673,-29227.743054711846
5.108112573623657,2025-09-24T21:10:09.969008,553,508,-462.37926903657757,-1972.8182145560643,-3748.230500287982,-25796.876059125258
5.1392295360565186,2025-09-24T21:10:10.000126,553,458,0.0,-1606.840645447998,14859.396062010155,11761.35266730189
5.155946254730225,2025-09-24T21:10:10.016842,553,452,0.0,-358.92211367039863,0.0,74650.92618567942
5.188442230224609,2025-09-24T21:10:10.049338,554,445,30.77304142393872,-215.41128996757107,946.9800784794485,4416.26452259068
5.205304145812988,2025-09-24T21:10:10.066200,555,443,59.305242916124655,-118.61048583224931,1692.1091404259012,5740.795203721461
5.239664316177368,2025-09-24T21:10:10.100560,558,437,87.31039363850205,-174.6207872770041,815.0469111587835,-1630.093822317567
5.271635293960571,2025-09-24T21:10:10.132531,567,433,281.5053096289226,-125.1134709461878,6074.099994916216,1548.5080458448283
5.292413234710693,2025-09-24T21:10:10.153309,574,430,336.89575325018075,-144.38389425007745,2665.829318092205,-927.4462534876768
5.309216737747192,2025-09-24T21:10:10.170112,581,426,416.5798039132224,-238.04560223612708,4742.109457174453,-5573.939421000864
5.341475963592529,2025-09-24T21:10:10.202372,590,406,278.98995602527623,-619.9776800561694,-4265.131734642506,-11839.468177295112
5.375185012817383,2025-09-24T21:10:10.236081,598,362,237.32499681722376,-1305.2874824947307,-1236.0170389301013,-20330.143335317975
5.408291578292847,2025-09-24T21:10:10.269187,599,347,30.20548902123737,-453.0823353185606,-6256.146018815755,25741.273216871785
5.42519211769104,2025-09-24T21:10:10.286088,599,343,0.0,-236.67883644161049,-1787.249998924075,12804.532079022476
5.442621231079102,2025-09-24T21:10:10.303517,599,340,0.0,-172.12579511100776,0.0,3703.7478552879134
5.473798036575317,2025-09-24T21:10:10.335693,602,334,96.22538140939854,-192.45076281879707,3086.441342461407,-651.9259232719118
6.005342960357666,2025-09-24T21:10:10.866239,596,324,-11.287851189143923,-18.81308531523987,-202.26556173936078,326.66604408145287
6.0240514278411865,2025-09-24T21:10:10.884947,580,299,-855.2277205010896,-1336.2933132829526,-45110.04816697767,-70421.60076063017
6.056664943695068,2025-09-24T21:10:10.917561,564,274,-490.5941472757711,-766.5533551183923,11180.443557787035,17469.443059042245
6.090105295181274,2025-09-24T21:10:10.951001,558,267,-179.42395140418796,-209.32794330488596,9305.231017082431,16663.2642017342
6.107194185256958,2025-09-24T21:10:10.968090,557,265,-58.517551202634074,-117.03510240526815,7075.146464520596,5400.751042979946
6.140573740005493,2025-09-24T21:10:11.001470,548,258,-269.62612496785806,-209.70920830833404,-6324.487410200952,-2776.3733399449507
6.172764778137207,2025-09-24T21:10:11.033661,538,250,-310.64546471237384,-248.51637176989905,-1274.247185712985,-1205.5269327686917
6.190995931625366,2025-09-24T21:10:11.051892,532,245,-329.10698732786693,-274.25582277322246,-1012.6360149117024,-1411.8388625295015
6.223939418792725,2025-09-24T21:10:11.084835,502,224,-910.6504070924552,-637.4552849647187,-17652.75839835203,-11024.924603348227
6.257881164550781,2025-09-24T21:10:11.118777,486,210,-471.3959062109271,-412.4714179345612,12941.423343767277,6628.529617594987
6.275005340576172,2025-09-24T21:10:11.135901,482,208,-233.587881488082,-116.793940744041,13887.268173968701,17266.668875168576
6.308916807174683,2025-09-24T21:10:11.169813,480,205,-58.977101276057226,-88.46565191408584,5149.018834227977,835.360179650833
